folder,set_id,mode,task,problem_id,level,model_raw,model,correct,outcome,speedup,dram_util,compute_pct,power_w,energy_mj,fusion,occupancy,sol_score,timeout_recovered,total_turns,first_correct_step,wall_clock_s,llm_total_tokens
pop_l123_all_gpt,set1,all,10_GaussianMixtureModelEM.py,10,3,FW-GLM-5-1,fw-glm-5-1,True,correct,3.6741214057507983,5.78,20.76,0.0,0.0,9.2388,129.86753167117863,0.2076,False,14,3.0,1829.20877,392151
pop_l123_all_gpt,set1,all,19_PairwiseDistanceMatrix.py,19,1,FW-GLM-5-1,fw-glm-5-1,True,correct,5.60431654676259,0.15,17.25,0.0,0.0,12.0,83.2416324421216,0.1725,False,15,4.0,4513.55113,158427
pop_l123_all_gpt,set1,all,17_FP8ScaledAttention.py,17,2,FW-GLM-5-1,fw-glm-5-1,False,incorrect,,0.04,0.0,,,,6.213947640881527,0.0004,False,15,,6002.971856,192699
pop_l123_all_gpt,set1,all,9_AssociativeScan.py,9,1,FW-GLM-5-1,fw-glm-5-1,True,correct,28.327645051194537,100.0,93.99,166.33,482.2,2458.3,956.7046062941288,1.0,False,13,7.0,568.372129,141667
pop_l123_all_gpt,set1,all,1_DeepSeekMLALoRAExpansion.py,1,2,FW-GLM-5-1,fw-glm-5-1,True,correct,0.7171717171717171,3.27,0.0,0.0,0.0,1.8571,40.61051799298732,0.0327,False,15,8.0,1368.124429,225642
pop_l123_all_gpt,set1,all,46_SteinVariationalGradient.py,46,2,FW-GLM-5-1,fw-glm-5-1,True,correct,1.1006944444444444,46.98,28.72,0.0,0.0,6.0,288.35287897859496,0.4698,False,14,3.0,4276.710618,203346
pop_l123_all_gpt,set1,all,13_QuantVLA_SelectiveLayoutFusion.py,13,2,FW-GLM-5-1,fw-glm-5-1,True,correct,2.259259259259259,4.23,16.68,0.0,0.0,1.6842,57.02978961977132,0.1668,False,15,5.0,4867.517646,216665
pop_l123_all_gpt,set1,all,24_VoxelGridPooling.py,24,1,FW-GLM-5-1,fw-glm-5-1,True,correct,261.1336032388664,5.94,13.01,0.0,0.0,373.6667,129.83356316516935,0.1301,False,14,4.0,2317.991957,193283
pop_l123_all_gpt,set1,all,28_FusedGroupNormSiLU.py,28,2,FW-GLM-5-1,fw-glm-5-1,True,correct,1.8053691275167785,12.9,16.04,0.0,0.0,6.0,46.141590667070474,0.1604,False,14,2.0,3972.359435,214450
pop_l123_all_gpt,set1,all,21_RadialBasisFunctionExpansion.py,21,1,FW-GLM-5-1,fw-glm-5-1,True,correct,0.664490861618799,11.19,0.0,0.0,0.0,20.0,42.833050174568136,0.1119,False,14,2.0,4960.03209,118878
pop_l123_all_gpt,set1,all,35_FusedConv1dGroupNorm.py,35,2,FW-GLM-5-1,fw-glm-5-1,True,correct,1.2838038632986628,100.0,45.46,0.0,0.0,1.75,303.32189751718454,1.0,False,15,,4470.83398,285672
pop_l123_all_gpt,set1,all,6_TriangularAttention.py,6,2,FW-GLM-5-1,fw-glm-5-1,True,correct,1.5973154362416107,55.71,6.5,0.0,0.0,1.3396,230.65257669629324,0.5571,False,15,,1254.16997,465017
pop_l123_all_gpt,set1,all,7_Conv1d_Depthwise_Separable.py,7,2,FW-GLM-5-1,fw-glm-5-1,True,correct,0.9876325088339224,91.05,50.82,431.62,241.44,1.0,107.85171164706915,0.9105,False,15,13.0,1049.337138,171999
pop_l123_all_gpt,set1,all,4_MambaBlock.py,4,3,FW-GLM-5-1,fw-glm-5-1,True,correct,1.3930885529157668,100.0,17.89,122.7,11358.76,569.234,1316.7612371236494,1.0,False,15,7.0,4770.726967,446214
pop_l123_all_gpt,set1,all,7_GaussianProcessRegression.py,7,3,FW-GLM-5-1,fw-glm-5-1,True,correct,1.4340949033391917,18.92,100.0,442.69,241.44,2.3333,757.4477830531931,1.0,False,14,9.0,2008.368755,267213
pop_l123_all_gpt,set1,all,20_GatedDeltaNetLinearAttention.py,20,2,FW-GLM-5-1,fw-glm-5-1,True,correct,62.29629629629629,0.07,5.73,0.0,0.0,3975.0,6.249503333673437,0.0573,False,14,1.0,1783.360818,177792
pop_l123_all_gpt,set1,all,9_MetropolisHastingsStep.py,9,2,FW-GLM-5-1,fw-glm-5-1,True,correct,2.2820919175911247,1.37,49.23,0.0,0.0,3.5,75.65816485550549,0.4923,False,15,6.0,825.759461,211357
pop_l123_all_gpt,set1,all,11_DegreeNormalizedAggregation.py,11,1,FW-GLM-5-1,fw-glm-5-1,True,correct,143.92523364485982,0.74,0.0,0.0,0.0,1772.6154,29.414504668390045,0.0074,False,15,,1085.975192,121702
pop_l123_all_gpt,set1,all,12_BatchNorm_GELU_DilatedConv1d_ResAdd.py,12,2,FW-GLM-5-1,fw-glm-5-1,True,correct,0.9976931949250288,100.0,68.24,0.0,0.0,1.0,483.97605633960535,1.0,False,14,10.0,4009.569944,119878
pop_l123_all_gpt,set1,all,37_CSRFusedAttentionValue.py,37,2,FW-GLM-5-1,fw-glm-5-1,True,correct,968.3098591549295,0.99,8.33,0.0,0.0,823.1429,29.41035960249195,0.0833,False,14,9.0,1338.064753,142962
pop_l123_all_gpt,set1,all,2_FusedMultiStepDiffusionSolver.py,2,3,FW-GLM-5-1,fw-glm-5-1,True,correct,3.5696202531645564,0.33,0.0,0.0,0.0,104.6667,17.17787211324365,0.0033,False,13,4.0,1914.699784,269434
pop_l123_all_gpt,set1,all,16_HamiltonianMonteCarloStep.py,16,2,FW-GLM-5-1,fw-glm-5-1,True,correct,10.158150851581508,0.58,47.45,0.0,0.0,11.6,64.43433259835071,0.4745,False,15,2.0,3241.986927,244192
pop_l123_all_gpt,set1,all,48_ParticleFilter.py,48,2,FW-GLM-5-1,fw-glm-5-1,False,incorrect,,1.76,43.96,,,,85.24045240296999,0.4396,False,15,,4151.675051,324197
pop_l123_all_gpt,set1,all,8_DeepSeekMoEGroundedTop2Routing.py,8,2,FW-GLM-5-1,fw-glm-5-1,True,correct,5.746376811594203,6.71,19.79,0.0,0.0,20.0,42.480174430362915,0.1979,False,15,6.0,1880.015525,213912
pop_l123_all_gpt,set1,all,31_FusedMLAAttention.py,31,2,FW-GLM-5-1,fw-glm-5-1,True,correct,14411.764705882351,0.21,6.82,0.0,0.0,28861.8,29.524722221119173,0.0682,False,15,4.0,1537.754532,259959
pop_l123_all_gpt,set1,all,1_DilatedConvTower_GenomicBlock.py,1,3,FW-GLM-5-1,fw-glm-5-1,False,incorrect,,100.0,5.48,,,,1691.5777185922775,1.0,False,15,,3643.833551,283709
pop_l123_all_gpt,set1,all,4_GFVLA_FusedSceneGraphUpdate.py,4,2,FW-GLM-5-1,fw-glm-5-1,False,incorrect,,13.76,100.0,,,,257.1528344631768,1.0,False,16,,1472.161037,511314
pop_l123_all_gpt,set1,all,18_CSRMultiHeadSpMM.py,18,1,FW-GLM-5-1,fw-glm-5-1,False,incorrect,,0.05,0.0,,,,6.201023851741692,0.0005,False,15,,3676.671469,123074
pop_l123_all_gpt,set1,all,5_LayerNorm_GELU_DilatedConv1d_ResAdd.py,5,2,FW-GLM-5-1,fw-glm-5-1,True,correct,0.9078947368421052,100.0,90.19,216.15,596.64,1.0,544.4352156794844,1.0,False,15,,1917.64235,235532
pop_l123_all_gpt,set1,all,10_SampledDenseDenseMatmulEdges.py,10,1,FW-GLM-5-1,fw-glm-5-1,True,correct,1.9921874999999998,3.67,0.0,0.0,0.0,2.1111,24.714569686066316,0.0367,False,15,6.0,3335.496775,135350
pop_l123_all_gpt,set1,all,11_pipeline_three_stage_mlp.py,11,3,FW-GLM-5-1,fw-glm-5-1,True,correct,1.75,0.11,0.0,0.0,0.0,22.0,12.423472032176473,0.0011,False,15,8.0,5004.237713,180365
pop_l123_all_gpt,set1,all,32_MSAColumnAttention.py,32,2,FW-GLM-5-1,fw-glm-5-1,False,incorrect,,12.93,50.5,,,,83.11366143115363,0.505,False,15,,3509.715181,226663
pop_l123_all_gpt,set1,all,43_ContactMapPrediction.py,43,2,FW-GLM-5-1,fw-glm-5-1,True,correct,0.7692307692307692,0.83,5.18,0.0,0.0,10.25,18.699610547071966,0.0518,False,15,9.0,2233.222351,164244
pop_l123_all_gpt,set1,all,6_HyenaOperator.py,6,3,FW-GLM-5-1,fw-glm-5-1,True,correct,1.0,100.0,19.23,98.95,485.66,1.0,1446.6340557469098,1.0,False,14,3.0,5602.369419,269631
pop_l123_all_gpt,set1,all,2_GraphEdgeSoftmaxCSR.py,2,1,FW-GLM-5-1,fw-glm-5-1,True,correct,1784.4827586206898,0.63,0.0,0.0,0.0,1280.3333,17.94594385746478,0.0063,False,14,6.0,2952.35088,137842
pop_l123_all_gpt,set1,all,19_DepthwiseSeparableConv1D_GELU_ResAdd.py,19,2,FW-GLM-5-1,fw-glm-5-1,False,incorrect,,0.01,0.0,,,,74.9155359483615,0.0001,False,14,,2948.870543,213211
pop_l123_all_gpt,set1,all,22_SE3InvariantLinear.py,22,1,FW-GLM-5-1,fw-glm-5-1,True,correct,7.557522123893805,0.73,0.0,0.0,0.0,5.6667,80.50586496590736,0.0073,False,14,3.0,5795.932671,253394
pop_l123_all_gpt,set1,all,30_broadcast_masked_from_row0.py,30,1,FW-GLM-5-1,fw-glm-5-1,True,correct,1.036231884057971,0.04,0.0,0.0,0.0,5.5,10.107075864943727,0.0004,False,15,4.0,2283.849471,199600
pop_l123_all_gpt,set1,all,12_NormalizingFlowPlanar.py,12,3,FW-GLM-5-1,fw-glm-5-1,False,incorrect,,13.62,17.21,,,,333.51987173380826,0.1721,False,15,,3726.569906,216356
pop_l123_all_gpt,set1,all,27_permutation_all_to_all.py,27,1,FW-GLM-5-1,fw-glm-5-1,True,correct,5.365025466893039,0.05,0.0,0.0,0.0,2.6667,10.490731033168126,0.0005,False,15,4.0,5938.175365,104981
pop_l123_all_gpt,set1,all,14_GaussianProcessRBFKernel.py,14,1,FW-GLM-5-1,fw-glm-5-1,False,incorrect,,0.84,21.03,,,,102.9162163758943,0.2103,False,15,6.0,1918.257756,197203
pop_l123_all_gpt,set1,all,16_DeepSeekMoECombineScatter.py,16,1,FW-GLM-5-1,fw-glm-5-1,False,incorrect,,,,,,,,-1.0,False,16,,4580.066992,95692
pop_l123_all_gpt,set1,all,13_ConditionalVAELoss.py,13,3,FW-GLM-5-1,fw-glm-5-1,True,correct,0.9862258953168044,14.84,97.42,0.0,0.0,1.0,311.3134786495703,0.9742,False,15,,3595.380126,218209
pop_l123_all_gpt,set1,all,3_FusedCrossAttentionRoPEDropout.py,3,2,FW-GLM-5-1,fw-glm-5-1,True,correct,1.308139534883721,84.3,5.86,0.0,0.0,1.2393,392.1721425128511,0.843,False,15,7.0,2785.073144,340069
pop_l123_all_gpt,set1,all,20_RotaryPositionEmbeddingBio.py,20,1,FW-GLM-5-1,fw-glm-5-1,True,correct,5.62111801242236,19.64,63.48,0.0,0.0,11.25,158.47373407161317,0.6348,False,15,3.0,1335.720764,166335
pop_l123_all_gpt,set1,all,36_InvariantPointAttention.py,36,2,FW-GLM-5-1,fw-glm-5-1,True,correct,0.6443708609271523,31.77,7.8,241.52,242.46,0.7153,608.9902283334376,0.3177,False,13,6.0,3982.206075,404710
pop_l123_all_gpt,set1,all,3_CSRSpMMMessagePassing.py,3,1,FW-GLM-5-1,fw-glm-5-1,False,incorrect,,1.09,0.0,,,,29.512635064877863,0.0109,False,15,,3590.030558,128762
pop_l123_all_gpt,set1,all,32_argmax_tiebreak_smallest_rank.py,32,1,FW-GLM-5-1,fw-glm-5-1,True,correct,33.160621761658035,0.06,0.0,0.0,0.0,94.0,11.460483316133471,0.0006,False,14,2.0,486.511329,121702
pop_l123_all_gpt,set1,all,8_SegmentTopKCSR.py,8,1,FW-GLM-5-1,fw-glm-5-1,False,incorrect,,0.09,0.0,,,,12.403583061124877,0.0009,False,15,5.0,957.240168,188671
pop_l123_all_gpt,set1,all,40_SmithWatermanDPScore.py,40,2,FW-GLM-5-1,fw-glm-5-1,True,correct,1087.719298245614,0.07,0.0,0.0,0.0,15364.0,7.628406191575799,0.0007,False,15,3.0,542.987102,244627
pop_l123_all_gpt,set1,all,26_RoPEKVCacheUpdate.py,26,2,FW-GLM-5-1,fw-glm-5-1,True,correct,71.77914110429448,2.44,0.0,0.0,0.0,113.9231,12.363151336371319,0.0244,False,13,10.0,3305.333405,125029
pop_l123_all_gpt,set1,all,33_VectorizedPoseTransformFused.py,33,2,FW-GLM-5-1,fw-glm-5-1,True,correct,42.34375,0.46,0.0,0.0,0.0,45.5,12.264195533894922,0.0046,False,15,,4422.700902,211197
pop_l123_all_gpt,set1,all,15_GQAKVHeadExpansionAttention.py,15,2,FW-GLM-5-1,fw-glm-5-1,True,correct,536.0946745562129,0.05,9.29,0.0,0.0,24301.5,9.965532243070708,0.0929,False,15,10.0,1572.88165,170378
pop_l123_all_gpt,set1,all,31_bitmask_or_popcount.py,31,1,FW-GLM-5-1,fw-glm-5-1,True,correct,78.17371937639197,0.35,0.0,0.0,0.0,48.8,13.215034816896054,0.0035,False,15,4.0,1229.629348,104713
pop_l123_all_gpt,set1,all,24_VoxelGridPooling.py,24,1,gpt-5.5-priority,gpt-5.5-priority,True,correct,746.9879518072289,8.15,0.0,0.0,0.0,4484.0,12.132390348255417,0.0815,False,14,2.0,3341.110808,240367
pop_l123_all_gpt,set1,all,22_FusedBallQuery3D.py,22,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,27.09497206703911,0.24,0.0,0.0,0.0,89.0,43.564777923236,0.0024,False,15,3.0,6099.001227,233580
pop_l123_all_gpt,set1,all,32_MSAColumnAttention.py,32,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,3.8847385272145143,0.08,0.0,0.0,0.0,74.0,12.452199894355685,0.0008,False,9,2.0,1990.338232,129092
pop_l123_all_gpt,set1,all,13_FarthestPointSampling3D.py,13,1,gpt-5.5-priority,gpt-5.5-priority,True,correct,131.27690100430416,0.03,12.4,0.0,0.0,4108.0,24.99483714892613,0.124,False,15,2.0,3904.047413,230233
pop_l123_all_gpt,set1,all,21_TriangularMultiplicativeUpdateIncoming.py,21,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,1.0943396226415094,29.66,6.86,0.0,0.0,1.5075,180.02075800325218,0.2966,False,15,11.0,2435.808782,375421
pop_l123_all_gpt,set1,all,3_SSM2D_FusedBidirectionalCrossScan.py,3,3,gpt-5.5-priority,gpt-5.5-priority,True,correct,10.74074074074074,7.17,9.15,0.0,0.0,57.0,77.77283260241775,0.0915,False,14,2.0,3004.288534,248845
pop_l123_all_gpt,set1,all,3_CSRSpMMMessagePassing.py,3,1,gpt-5.5-priority,gpt-5.5-priority,True,correct,5993.340732519422,2.08,6.09,0.0,0.0,21508.0,25.149172615700365,0.0609,False,15,6.0,2500.657002,178120
pop_l123_all_gpt,set1,all,37_CSRFusedAttentionValue.py,37,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,3801.452784503632,0.91,0.0,0.0,0.0,11524.0,8.49793518593611,0.0091,False,15,4.0,3098.203795,234696
pop_l123_all_gpt,set1,all,25_virtual_reduce_scatter_masked_sum.py,25,1,gpt-5.5-priority,gpt-5.5-priority,True,correct,2.2950819672131146,0.03,0.0,0.0,0.0,0.0,1.5625,0.0003,False,12,2.0,2128.379343,109980
pop_l123_all_gpt,set1,all,43_ContactMapPrediction.py,43,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,0.5061728395061729,0.53,0.0,0.0,0.0,41.0,22.59396667844583,0.0053,False,4,2.0,866.916662,33078
pop_l123_all_gpt,set1,all,1_Conv1d_Depthwise.py,1,1,gpt-5.5-priority,gpt-5.5-priority,True,correct,2.620967741935484,82.58,0.0,0.0,0.0,12.0,89.75617625389684,0.8258,False,14,1.0,3461.732258,281650
pop_l123_all_gpt,set1,all,2_FusedMultiStepDiffusionSolver.py,2,3,gpt-5.5-priority,gpt-5.5-priority,True,correct,3.1887755102040813,0.02,0.0,0.0,0.0,314.0,12.499301460086144,0.0002,False,12,4.0,1013.567858,150730
pop_l123_all_gpt,set1,all,7_Conv1d_FFT.py,7,1,gpt-5.5-priority,gpt-5.5-priority,True,correct,1.024,100.0,97.12,0.0,0.0,1.5641,398.0244828328028,1.0,False,4,2.0,597.285713,18002
pop_l123_all_gpt,set1,all,46_SteinVariationalGradient.py,46,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,3.3865248226950357,29.11,37.41,89.52,249.04,0.0,260.4589949962363,0.3741,False,14,2.0,5228.412678,213464
pop_l123_all_gpt,set1,all,11_DegreeNormalizedAggregation.py,11,1,gpt-5.5-priority,gpt-5.5-priority,True,correct,8088.410991636798,1.35,8.44,0.0,0.0,0.0,79.44028327199031,0.0844,False,13,4.0,2676.777425,174292
pop_l123_all_gpt,set1,all,10_GFVLA_FusedPairwiseNodeAggregate.py,10,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,3.656387665198238,21.7,72.9,0.0,0.0,1.2195,104.47056315615808,0.729,False,5,1.0,407.711152,51980
pop_l123_all_gpt,set1,all,9_MetropolisHastingsStep.py,9,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,6.797752808988764,10.42,55.07,0.0,0.0,17.5,138.53954491306888,0.5507,False,14,2.0,5334.065632,161903
pop_l123_all_gpt,set1,all,14_TriangularMultiplicativeUpdateOutgoing.py,14,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,2.13265306122449,20.82,43.95,1988.09,241.92,2.6579,125.52102694799723,0.4395,False,15,6.0,3370.594063,330810
pop_l123_all_gpt,set1,all,16_DeepSeekMoECombineScatter.py,16,1,gpt-5.5-priority,gpt-5.5-priority,True,correct,4580.80808080808,12.88,0.0,0.0,0.0,46084.0,15.702750513581373,0.1288,False,15,2.0,1526.364448,175987
pop_l123_all_gpt,set1,all,36_InvariantPointAttention.py,36,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,20.385487528344672,1.25,0.0,0.0,0.0,103.0,21.273044142564377,0.0125,False,9,2.0,1533.690201,179547
pop_l123_all_gpt,set1,all,45_AxialAttention.py,45,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,4.5134228187919465,0.23,0.0,0.0,0.0,47.0,24.933201880894956,0.0023,False,10,5.0,1871.755475,192308
pop_l123_all_gpt,set1,all,48_ParticleFilter.py,48,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,2.581196581196581,14.32,76.12,0.0,0.0,2.3256,223.99487109393004,0.7612,False,14,6.0,1372.867891,216222
pop_l123_all_gpt,set1,all,35_FusedConv1dGroupNorm.py,35,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,0.9594907407407407,100.0,44.99,0.0,0.0,1.75,304.1391174525698,1.0,False,12,8.0,2719.38105,241332
pop_l123_all_gpt,set1,all,4_GFVLA_FusedSceneGraphUpdate.py,4,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,7.6000000000000005,0.61,0.0,0.0,0.0,0.0,15.16496454393786,0.0061,False,13,2.0,5305.111518,296415
pop_l123_all_gpt,set1,all,23_virtual_all_reduce_mean.py,23,1,gpt-5.5-priority,gpt-5.5-priority,True,correct,1.226252158894646,0.15,0.0,0.0,0.0,2.0,10.131606990622336,0.0015,False,15,2.0,4664.899142,124584
pop_l123_all_gpt,set1,all,28_FusedGroupNormSiLU.py,28,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,2.5486725663716814,18.78,12.27,0.0,0.0,6.0,23.132596377814348,0.1878,False,14,2.0,3420.07889,202292
pop_l123_all_gpt,set1,all,23_GibbsSamplingStep.py,23,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,16.696035242290748,4.5,15.54,0.0,0.0,9.404,445.92012375041156,0.1554,False,13,3.0,3076.067507,142254
pop_l123_all_gpt,set1,all,15_COOScatterAddNodeFeatures.py,15,1,gpt-5.5-priority,gpt-5.5-priority,True,correct,1.8099173553719008,21.78,6.55,0.0,0.0,9.0,74.47255412390442,0.2178,False,15,9.0,1942.787719,135094
pop_l123_all_gpt,set1,all,33_VectorizedPoseTransformFused.py,33,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,40.45307443365696,0.47,0.0,0.0,0.0,45.5,12.230660095579449,0.0047,False,15,1.0,6147.033945,176383
pop_l123_all_gpt,set1,all,20_RotaryPositionEmbeddingBio.py,20,1,gpt-5.5-priority,gpt-5.5-priority,True,correct,8.747300215982722,22.73,0.0,0.0,0.0,0.0,19.22746150138415,0.2273,False,15,3.0,6237.595431,197392
pop_l123_all_gpt,set1,all,5_Conv1d_Causal.py,5,1,gpt-5.5-priority,gpt-5.5-priority,True,correct,1.309782608695652,100.0,100.0,130.9,482.28,9.0,114.23808493426482,1.0,False,13,7.0,3146.807738,156564
pop_l123_all_gpt,set1,all,17_CSRMaxAggregation.py,17,1,gpt-5.5-priority,gpt-5.5-priority,True,correct,4348.355663824605,1.45,0.0,0.0,0.0,14723.0,21.897161430532254,0.0145,False,14,4.0,1668.590721,192294
pop_l123_all_gpt,set1,all,17_FP8ScaledAttention.py,17,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,1943.661971830986,0.39,0.0,0.0,0.0,21870.0,4.539395483876203,0.0039,False,14,4.0,3941.408122,211172
pop_l123_all_gpt,set1,all,21_RadialBasisFunctionExpansion.py,21,1,gpt-5.5-priority,gpt-5.5-priority,True,correct,7.144790257104196,50.75,14.04,3378.98,241.2,20.0,77.70339192620553,0.5075,False,15,4.0,4347.765823,183083
pop_l123_all_gpt,set1,all,22_SE3InvariantLinear.py,22,1,gpt-5.5-priority,gpt-5.5-priority,True,correct,3.6532507739938076,0.76,0.0,12504.16,242.16,25.5,20.721105601322797,0.0076,False,15,3.0,2705.511338,251152
pop_l123_all_gpt,set1,all,42_BatchedForwardKinematics.py,42,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,3.739424703891709,0.06,0.0,0.0,0.0,14.0,1.56210906122019,0.0006,False,14,2.0,6153.461473,177309
pop_l123_all_gpt,set1,all,1_DilatedConvTower_GenomicBlock.py,1,3,gpt-5.5-priority,gpt-5.5-priority,True,correct,0.9612403100775194,100.0,100.0,116.91,2894.96,1.0,4397.9546259295175,1.0,False,15,9.0,1085.348916,422476
pop_l123_all_gpt,set1,all,41_VariationalELBO.py,41,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,4.077348066298343,33.38,100.0,1722.06,241.32,5.0833,136.89459433164853,1.0,False,13,5.0,2827.995124,240911
pop_l123_all_gpt,set1,all,32_argmax_tiebreak_smallest_rank.py,32,1,gpt-5.5-priority,gpt-5.5-priority,True,correct,36.34751773049645,0.07,0.0,45342.81,241.84,0.0,11.302821356275304,0.0007,False,14,1.0,3206.060357,119985
pop_l123_all_gpt,set1,all,6_EdgeSoftmaxMultiHeadCSR.py,6,1,gpt-5.5-priority,gpt-5.5-priority,True,correct,2539.6825396825398,2.02,0.0,0.0,0.0,2881.0,11.75426287140904,0.0202,False,14,3.0,3221.906099,178086
pop_l123_all_gpt,set1,all,50_HiddenMarkovForward.py,50,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,250.0,0.04,5.52,0.0,0.0,5043.0,1.5624927903131085,0.0552,False,15,12.0,5562.24966,225887
pop_l123_all_gpt,set1,all,10_GaussianMixtureModelEM.py,10,3,gpt-5.5-priority,gpt-5.5-priority,True,correct,70.03610108303249,1.06,13.87,0.0,0.0,88.4286,49.13398950019835,0.1387,False,15,2.0,3041.668178,346974
pop_l123_all_gpt,set1,all,29_MSARowAttention.py,29,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,12.71889400921659,4.43,16.07,0.0,0.0,75.5,75.91214748335278,0.1607,False,13,3.0,2115.164953,282086
pop_l123_all_gpt,set1,all,7_Conv1d_Depthwise_Separable.py,7,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,1.451948051948052,100.0,49.86,0.0,0.0,11.0,101.16665582863216,1.0,False,11,3.0,1032.294839,156030
pop_l123_all_gpt,set1,all,19_PairwiseDistanceMatrix.py,19,1,gpt-5.5-priority,gpt-5.5-priority,True,correct,6.842105263157895,0.19,16.95,0.0,0.0,12.0,68.34124580301953,0.1695,False,15,1.0,4361.748803,163637
pop_l123_all_gpt,set1,all,24_KimiDeltaAttentionChannelwise.py,24,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,97.91666666666667,0.17,0.0,0.0,0.0,2823.0,3.124954609601472,0.0017,False,15,1.0,4044.21986,150405
pop_l123_all_gpt,set1,all,6_HyenaOperator.py,6,3,gpt-5.5-priority,gpt-5.5-priority,True,correct,1.1631205673758864,100.0,100.0,114.29,483.62,3.3778,418.18882368574066,1.0,False,12,4.0,3778.386655,233837
pop_l123_all_gpt,set1,all,10_SampledDenseDenseMatmulEdges.py,10,1,gpt-5.5-priority,gpt-5.5-priority,True,correct,5.986078886310906,5.42,6.59,0.0,0.0,19.0,78.2531258005769,0.0659,False,14,6.0,1242.105302,196402
pop_l123_all_gpt,set1,all,13_QuantVLA_SelectiveLayoutFusion.py,13,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,4.604519774011299,2.0,18.01,0.0,0.0,10.6667,94.7973042521246,0.1801,False,15,3.0,3650.505393,242649
pop_l123_all_gpt,set1,all,12_BatchNorm_GELU_DilatedConv1d_ResAdd.py,12,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,0.08287037037037037,61.48,36.28,112.42,1208.28,6.75,98.60278054543676,0.6148,False,15,10.0,3384.929199,279728
pop_l123_all_gpt,set1,all,11_pipeline_three_stage_mlp.py,11,3,gpt-5.5-priority,gpt-5.5-priority,True,correct,2.1968911917098444,0.18,0.0,0.0,0.0,22.0,2.8873947574734977,0.0018,False,14,2.0,3966.972116,168985
pop_l123_all_gpt,set1,all,14_GaussianProcessRBFKernel.py,14,1,gpt-5.5-priority,gpt-5.5-priority,True,correct,11.610169491525426,1.23,16.46,0.0,0.0,37.0,83.81700030850554,0.1646,False,14,2.0,1364.581609,181872
pop_l123_all_gpt,set1,all,25_OuterProductMean.py,25,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,0.9639175257731959,0.42,5.68,0.0,0.0,37.5,98.00617811950599,0.0568,False,15,5.0,5389.9313,293943
pop_l123_all_gpt,set1,all,15_GQAKVHeadExpansionAttention.py,15,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,4851.190476190476,0.55,6.64,0.0,0.0,24301.5,33.94482142774298,0.0664,False,14,1.0,1901.277392,178003
pop_l123_all_gpt,set1,all,29_logsumexp_across_virtual_ranks.py,29,1,gpt-5.5-priority,gpt-5.5-priority,True,correct,5.681818181818182,0.08,0.0,0.0,0.0,0.0,15.356370803662259,0.0008,False,13,2.0,4387.54304,104643
pop_l123_all_gpt,set1,all,4_MambaBlock.py,4,3,gpt-5.5-priority,gpt-5.5-priority,True,correct,27.403846153846153,100.0,6.49,116.1,483.5,495.4444,324.7638937840569,1.0,False,14,1.0,2033.300318,275750
pop_l123_all_gpt,set1,all,30_SelectiveScan_Mamba.py,30,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,89.16666666666667,70.89,100.0,202.92,241.86,1404.2632,77.69421808451519,1.0,False,14,1.0,2072.500784,196889
pop_l123_all_gpt,set1,all,49_sum_gelu_across_virtual_ranks.py,49,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,1.6144781144781144,0.12,0.0,0.0,0.0,3.0,10.665005057072678,0.0012,False,13,1.0,2815.163504,113966
pop_l123_all_gpt,set1,all,39_Fused1DTemporalConvolution.py,39,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,0.38724489795918365,19.44,50.06,0.0,0.0,11.5,178.67033023272558,0.5006,False,15,10.0,2286.946622,244610
